CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,Score 2013,Change in Yearly Score from 2012,Property Rights,Change in Property Rights from 2012,Freedom from Corruption,Change in Freedom from Corruption from 2012,Fiscal Freedom ,Change in Fiscal Freedom from 2012,Gov't Spending,Change in Gov't Spending from 2012,Business Freedom,Change in Business Freedom from 2012,Labor Freedom,Change in Labor Freedom from 2012,Monetary Freedom,Change in Monetary Freedom from 2012,Trade Freedom,Change in Trade Freedom from 2012,Investment Freedom ,Change in Investment Freedom from 2012,Financial Freedom,Change in Financial Freedom from 2012,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
160,Taiwan,Taiwan,Asia-Pacific,20,5,72.7,0.8,70,0,61,3,80.5,0.1,84.9,-7.4,94.3,5.8,53.3,6.7,82.9,-0.2,85,0,65,0,50,0,2.5,40,17,7.9,22.4,Taiwan,23.2,$876.00 ,4,3.8,"$37,720 ",4.4,1.4,"($1,962.00)",40.8
161,Tajikistan,Tajikistan,Asia-Pacific,131,27,53.4,0,20,0,23,2,92.8,3.8,78.1,2.6,61.7,0.1,55.5,-1.3,64.6,-2.8,78.2,-4.3,20,0,40,0,5.9,13,15,18,27,Tajikistan,7.8,$16.20 ,7.4,6.6,"$2,067 ",2.2,12.4,$11.10 ,35.3
162,Tanzania,Tanzania,Sub-Saharan Africa,98,13,57.9,0.9,30,0,30,3,79.9,0.2,77.9,-2.3,48.6,3.4,61.9,1.8,71.8,2.4,73.5,0,55,0,50,0,8.2,30,30,14.6,27.1,Tanzania,42.2,$63.90 ,6.7,6.8,"$1,515 ",N/A,7,"$1,095.40 ",44.4
163,Thailand,Thailand,Asia-Pacific,61,10,64.1,-0.8,45,0,34,-1,78.9,3.8,83.7,-3.8,73.2,0.7,72.9,-6.1,68.3,-1,75.2,0,40,0,70,0,4.9,37,23,14.5,23.3,Thailand,64.1,$602.10 ,0.1,2.6,"$9,396 ",0.7,3.8,"$9,572.00 ",41.7
164,Timor-Leste,TimorLeste,Asia-Pacific,166,38,43.7,0.4,20,0,24,-1,64.7,0,0,0,44.8,1.7,81.2,6.1,69.3,-8.1,73,0,40,5,20,0,6,10,10,342,156.4,Timor-Leste,1.1,$9.50 ,10.6,11.8,"$8,701 ",18.4,13.5,$20.00 ,0
165,Togo,Togo,Sub-Saharan Africa,150,35,48.8,0.5,30,0,24,0,68.5,-0.1,81.6,-4,39.9,5.1,44.2,-1,78.5,0.2,56.7,-5,35,10,30,0,14.2,45,30,15.1,24.8,Togo,7.1,$6.40 ,4.1,3.2,$899 ,N/A,3.6,$53.80 ,30.8
166,Tonga,Tonga,Asia-Pacific,112,22,56,-1,20,-5,31,1,87.1,1.2,64.7,2.5,76.6,-0.9,84.4,-7.7,71.1,-1,75.6,0.3,30,0,20,0,7.2,20,25,16.3,34.3,Tonga,0.1,$0.80 ,1.5,0.4,"$7,344 ",N/A,5.3,$10.40 ,42.8
167,Trinidad and Tobago,TrinidadTobago,South and Central America / Caribbean,72,14,62.3,-2.1,50,0,32,-4,84.9,-0.6,60.4,-4.7,55.1,-5,76.7,-0.6,73.7,3.6,69.9,0,60,0,60,-10,10,25,25,16,36.3,Trinidad and Tobago,1.3,$26.50 ,-1.3,0.5,"$20,053 ",6.4,5.1,$574.00 ,32.4
168,Tunisia,Tunisia,Middle East / North Africa,107,11,57,-1.6,40,0,38,-5,74.5,-0.3,63.7,-7.8,82.8,-0.1,70.1,-4,77.8,0.9,58.1,0,35,0,30,0,16,35,30,20.5,34.8,Tunisia,10.7,$101.00 ,-0.8,3.2,"$9,478 ",18,3.5,"$1,142.90 ",42.4
169,Turkey,Turkey,Europe,69,32,62.9,0.4,50,0,42,-2,77,-0.7,64.9,6.4,68.2,1.1,43.1,3.1,73.3,1.4,85.2,-0.2,65,-5,60,0,2.4,35,20,26,34.2,Turkey,74,"$1,073.60 ",8.5,3.5,"$14,517 ",11.7,6.5,"$15,876.00 ",39.4
170,Turkmenistan,Turkmenistan,Asia-Pacific,169,39,42.6,-1.2,5,-5,16,0,94,-4.4,91.7,-1.8,30,0,30,0,70.6,-0.4,79.2,0,0,0,10,0,2.9,10,8,20.9,16.7,Turkmenistan,5.5,$43.40 ,14.7,11.1,"$7,846 ",N/A,5.8,"$3,186.00 ",15.4
171,Uganda,Uganda,Sub-Saharan Africa,79,8,61.1,-0.8,30,0,24,-1,80.6,0.2,84.3,-8.7,48.4,-0.7,87.9,0,77.2,2.6,73.6,0,55,10,50,-10,8.2,30,30,11.7,22.9,Uganda,35.2,$46.40 ,6.7,7.4,"$1,317 ",N/A,6.5,$792.30 ,29.2
172,Ukraine,Ukraine,Europe,161,43,46.3,0.2,30,0,23,-1,78.2,0,29.4,0,47.6,1.4,49.9,-1.3,71,3.3,84.4,0,20,0,30,0,2.8,17,21,38.1,48.5,Ukraine,45.6,$329.50 ,5.2,0.6,"$7,233 ",8.4,8,"$7,207.00 ",36.5
173,United Arab Emirates,UnitedArabEmirates,Middle East / North Africa,28,3,71.1,1.8,55,0,68,5,99.9,0,85.1,5,74,6,77.6,-1.2,83.9,3,82.6,0,35,0,50,0,3.7,0,0,7.1,22.3,United Arab Emirates,5.4,$258.80 ,4.9,2.8,"$48,158 ",12.9,0.9,"$7,679.00 ",16.9
174,United Kingdom,UnitedKingdom,Europe,14,5,74.8,0.7,90,0,78,2,57,0.6,27.7,6.2,94.1,-0.6,71.6,0.1,72.4,-1.5,86.8,-0.3,90,0,80,0,1.6,50,24,35,49.1,United Kingdom,62.6,"$2,260.80 ",0.7,0.1,"$36,090 ",8,4.5,"$53,949.30 ",82.5
175,United States,UnitedStates,North America,10,2,76,-0.3,85,0,71,0,69.3,-0.5,47.8,1.1,90.5,-0.6,95.5,-0.3,75,-2.2,86.4,0,70,0,70,0,1.8,35,35,24.8,41.7,United States,311.9,"$15,094.00 ",1.7,0.5,"$48,387 ",7.9,3.1,"$226,937.00 ",102.9
176,Uruguay,Uruguay,South and Central America / Caribbean,36,4,69.7,-0.2,70,0,70,1,84.2,3,68.3,-0.4,73.4,-1.5,70.7,-3.3,72.5,-0.9,82.9,0,75,0,30,0,3.6,25,25,18.1,32.5,Uruguay,3.4,$50.90 ,5.7,6.1,"$15,113 ",6,8.1,"$2,191.20 ",54.2
177,Uzbekistan,Uzbekistan,Asia-Pacific,162,35,46,0.2,15,0,16,0,90.2,-4.2,67.8,2.9,71.2,3.6,61,0.9,63,-1.2,66.1,0,0,0,10,0,6.9,22,9,20.4,32.8,Uzbekistan,28.8,$95.20 ,8.3,8.7,"$3,302 ",1,12.8,"$1,403.00 ",9.1
178,Vanuatu,Vanuatu,Asia-Pacific,109,21,56.6,0,40,0,35,-1,97.3,0.3,80.5,0.6,56.4,-2.9,57.7,7,81.4,3,48,-7.1,30,0,40,0,18.5,0,0,16.5,25.5,Vanuatu,0.2,$1.20 ,3.3,4.3,"$4,916 ",N/A,1.2,$58.20 ,20
179,Venezuela,Venezuela,South and Central America / Caribbean,174,28,36.1,-2,5,0,19,-1,75.6,0.8,50.6,-16.7,45.6,-1.7,34.5,-1.5,47.3,0.9,58.8,0,5,0,20,0,10.6,34,34,11.3,40.6,Venezuela,29.8,$374.10 ,4.2,2.6,"$12,568 ",8.2,26.1,"$5,302.00 ",45.5
180,Vietnam,Vietnam,Asia-Pacific,140,30,51,-0.3,15,0,29,2,75.6,-0.9,72.4,5.9,63.8,2.7,65.5,-1.8,65.3,-9.8,78.6,-1,15,0,30,0,5.7,35,25,24.3,30.3,Vietnam,89.3,$300.00 ,5.9,6.5,"$3,359 ",2.3,18.7,"$7,430.00 ",38
181,Yemen,Yemen,Middle East / North Africa,113,12,55.9,0.6,30,0,21,-1,91.5,8.4,72.8,10,61.3,-10.2,55.3,-2,65.7,-3.6,81.5,0,50,5,30,0,4.2,20,20,7.1,30.1,Yemen,25.1,$58.00 ,-10.5,1.4,"$2,307 ",N/A,17.6,($712.80),42.5
182,Zambia,Zambia,Sub-Saharan Africa,93,12,58.7,0.4,30,0,32,2,72.9,-0.4,80.3,-4.6,60.4,-0.8,58.4,7.3,66,1.1,82.3,0,55,0,50,0,3.8,35,35,16,25.6,Zambia,13.6,$21.90 ,6.6,6.5,"$1,611 ",14,8.7,"$1,981.70 ",26.1
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,175,46,28.6,2.3,10,0,22,-2,71.8,6.6,66.4,27.7,33.4,-1.5,21.9,-7.7,0,0,50.4,0,0,0,10,0,17.3,45,25,12.9,33.5,Zimbabwe,12.6,$6.10 ,9.3,-0.1,$487 ,95,3.5,$387.00 ,70.3
184,Somalia,Somalia,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Somalia,9.1,$6.10 ,$2.60 ,N/A,$600 ,N/A,N/A,102,N/A
185,Kosovo,Kosovo,Europe,N/A,N/A,N/A,N/A,30,N/A,29,N/A,93.5,N/A,73,N/A,52.4,N/A,77.7,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,N/A,N/A,10,10,21.3,30,Kosovo,1.7,$12.00 ,5.2,N/A,"$7,052 ",45.1,7.3,$473.00 ,5.6
